상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,관계법령,최종수정일
보호-돌봄,이용권,기타,이용권,상시신청,개인 신청절차 없음,행정사회복지과 (☎ 063-290-2203),○ 만 85세이상 기초연금 수급자,,○ 만 85세 이상 기초연금 수급자 대상자 이미용권 지급,○ 개인 신청절차 없음 - 연초 대상자 추출,,,,2021-12-01
보호-돌봄,이용권,기타,이용권,상시신청,개인 신청절차 없음,행정주민복지과 (☎ 061-390-7342),○ 분기초 1일기준 만65세이상 대상자,,"○ 만 65세 어르신들에게 분기 45,000원상당 목욕 및 이미용권 지원",○ 개인 신청절차 없음 - 별도 신청접수 없음 - 분기초 1일기준 만65세이상 대상자 명부 출력 후 대상자 확정,,,,2021-12-16
보호-돌봄,이용권,기타,이용권,개인 신청절차 없음,개인 신청절차 없음,여성청소년과 (☎ 054-950-7061),○ 국민기초생활보장법에 의한 수급자 중 만 18세미만 아동이 실질적으로 가정을 이끌어가고 있는 진급한 소년소녀 가장,,"○ 소년소녀가장에 진학, 진급 축하 상품권 지원",○ 개인 신청절차 없음 - 자체 시스템으로 진급자 파악 지급,,,,2022-02-04
보호-돌봄,이용권,기타,이용권,상시신청,개인 신청절차 없음,청양군청 통합돌봄과 (☎ 041-940-2084),○ 청양군에 주민등록주소를 두고 거주하는 70세이상 노인,,"○ 분기별 5,000원권 목욕 및 이미용권 5매 지급 - 연 20매, 연 10만원",○ 개인 신청절차 없음  - 신청 불필요(연령도달되면 자동 지급),,,,2021-11-05
보호-돌봄,서비스,온라인신청,서비스,상시신청,주민센터,복지정책과 (☎ 031-940-8584),"○ 서비스 대상 : 50세이상 1인가구 및 65세 이상 거동불편 대상 통합돌봄서비스 제공  - 급성기질환 퇴원환자   - 퇴원 후 돌봄 가족 혹은 거동불편하여 재 입원 우려가 있는 환자 ※ 단, 노인장기요양등급 인정자 혹은 서비스 받고 있는자, 노인맞춤돌봄서비스 제공받고 있는자 등 중복서비스 불가함.",,"○ 희망+ 온돌사업이란?      파주형 통합돌봄서비스의 일환으로 거동불편한 저소득 퇴원대상자에게 돌봄, 영양, 의료, 주거개선 등 욕구와 필요에 의한 서비스를 통합적으로 제공하여      지역기반 건강하고 안전한 생활을 지원함.  ○ 서비스 대상 : 50세이상 1인가구 및 65세 이상 거동불편 대상 통합돌봄서비스 제공  - 급성기질환 퇴원환자   - 퇴원 후 돌봄 가족 혹은 거동불편하여 재 입원 우려가 있는 환자 ※ 단, 노인장기요양등급 인정자 혹은 서비스 받고 있는자, 노인맞춤돌봄서비스 제공받고 있는자 등 중복서비스 불가함. ○ 서비스 신청 : 읍면동 복지팀 수시 신청 (복지공무원 직권 혹은 이웃 대리 신청 가능 / 읍면동 별 신청서 비치) ○ 서비스 내용 :   - 급성기 등 퇴원환자 대상 퇴원돌봄, 병원동행서비스  - 식사제공(당뇨치료식-문산읍,운정동,금촌동 / 죽 혹은 국-전체 지역)  - 주거환경개선(안전바, 미끄럼방지매트 설치, 소독 등)  - 찾아가는 의료서비스(왕진서비스)  - 심리상담(전문기관 기본 8회기) ○ 서비스 진행 절차 : 읍면동 신청->시 복지정책과 ->서비스 제공기관(민관기관) 선정 및 제공회의->읍면동 별 지정 수행기관에서 직접서비스 제공 ○ 서비스 제공 기간 : 신청 후 서비스 회의를 거쳐 횟수, 기간, 시간 등 확정함.",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"○ 신청서(자체 양식), 입,퇴원확인서 및 의사소견서",,,2022-07-14
보호-돌봄,서비스,온라인신청,서비스,상시신청,주민센터,복지정책과 (☎ 033-570-3312),"○ 「국민기초생활보장법」에 따른 수급권자 및 차상위 계층  ○ 「한부모가족지원법」에 따른 저소득 한부모 및 조손가족  ○ 「노인복지법」에 따른 홀로 사는 노인 및 노인으로만 구성된 가구  ○ 「아동복지법」에 따른 가정위탁보호아동, 소년소녀가정아동  ○ 「장애인복지법」에 따른 등록된 저소득 장애인  ○ 「사회복지사업법」에 따른 사회복지시설에서 보호를 하는 사람 또는 동 시설을 이용하는 사람  ○ 재해, 질병, 실직, 사고, 사업실패 등으로 생활이 어려운 사람  ○ 그 밖에 생활이 어려운 사람으로서 삼척시장(이하 “시장”이라 한다)이 지원이 필요하다고 인정하는 사람",,"○ 저소득층 긴급지원비, 교육경비, 공공요금 등",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,,,,2021-11-24
보호-돌봄,서비스,온라인신청,현물서비스,상시신청,주민센터,광진구 어르신복지과 (☎ 02-450-7789),"○ 1순위 : 만60세 이상 국민기초생활보장수급자 중 중증희귀질환자 및 만성질환자 독거어르신○ 2순위 : 만 60세 이상 차상위계층 중 독거어르신 중 독거어르신 중증희귀 질환자 및 만성질환자 독거어르신○ 3순위 : 그외 사회적인 관례 단절 및 질병, 장애 등 특별한 사유로 방문을 통한 안부확인 보호가 필요한 만 60세 이상 독거어르신",,○ 야쿠르트 배달원이 방문하여 야쿠르트 배달과 건강 및 생활안전 상태 확인○ 위급상황 발생시 119 신고 및 동주민센터·구청에 통보,관할 주민센터 신청,서비스 신청서,,,2022-08-19
보호-돌봄,서비스,타사이트신청,서비스,상시신청,남구 건강가정∙다문화가족 지원센터,광주남구 건강가정다문화가족지원센터 (☎ 070-4204-6314),"○ 광주광역시 거주 중위소득 120%이하 한부모가족으로 아래요건 모두 충족 - 만12세 이하 자녀가 있는 가정 - 한부모가 경제활동 또는 학업중이거나, 질병 또는 장애가 있는 가정",,"○ 저소득 한부모가족에 가사서비스 이용요금 일부지원 - 주 1회, 회당 4만원 이내, 연간 160만원 이내","○ 팩스, 이메일, 우편 - 문의 : 남구 건강가정∙다문화가족 지원센터(070-4204-6314)","❍ 공통제출서류: 신청서, 개인정보 동의서, 주민등록등본  ❍ 한부모가족 증빙서류(택1): 한부모가족증명서, 혼인관계증명서(상세)  ❍ 소득증빙서류(택1): 수급자증명서, 건강보험료 납부확인서(직전 3개월분)  ❍ 경제/학업, 질병/장애(택1): 재직증명서, 재학증명서, 수강증, 진단서, 장애복지카드 등",,,2022-03-04
보호-돌봄,서비스,타사이트신청,이용권서비스,상시신청,광주발달장애인지원센터,광주광역시청 (☎ 062-613-3291),"○ 광주광역시 거주  만 18세이상 발달장애인으로 자해,타해 행동으로 시설,센터 이용이 거부되어 가정에서 돌보는 최중증 발달장애인으로 광주발달장애인지원센터의 적격심의위원회에서 서비스 적격자로 인정받은 자",,○ 발달장애인 및 최중증 발달장애인의 주간활동지원을 위해 국비보조사업외에 시 추가 시간 제공을 통하여 지원서비스 제공,○ 온라인 신청 - 광주광역시 발달장애인 지원정보 플랫폼 : www.broso.kr ○ 방문 신청 - 기타 : 광주발달장애인지원센터,,,,2021-12-30
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,보건복지상담센터 (☎ 129),"○ 만 65세 이상 국민기초생활수급자, 차상위계층 또는 기초연금수급자로서 유사 중복사업 자격에 해당되지 않는 자(다만, 시장ㆍ군수ㆍ구청장이 서비스가 필요하다고 인정하는 경우 예외적으로 제공 가능)- 독거ㆍ조손ㆍ고령부부 가구 노인 등 돌봄이 필요한 노인- 신체적 기능저하, 정신적 어려움(인지저하, 우울감) 등으로 돌봄이 필요한 노인① 일반돌봄군 : 사회적인 관계 단절 및 일상생활 지원필요가 큰 대상② 중점돌봄군 : 신체적인 기능제한으로 일상생활 지원필요가 큰 대상- 고독사 및 자살 위험이 높은 노인(특화서비스)","○ 만 65세 이상 취약노인 - 소득, 건강, 주거, 사회적 접촉 등의 수준을 평가하여 서비스 욕구가 높은 순으로 대상자 선정","○ 방문형, 통원형(집단 프로그램) 등의 직접서비스 및 연계서비스 제공- 직접서비스: 안전지원, 사회참여, 생활교육, 일상생활지원- 연계 서비스(민간후원 자원)- 특화서비스",읍면동 주민센터에 방문하여 신청,"○ 공통서류 - 노인맞춤돌봄서비스 신청서 - 신분증 - 최근 2개월 이내 골절(관절증, 척추병증 포함) 진단 또는 중증질환 수술을 받은 것을 증명하는 서류○ 대리신청 - 위임장 및 대리신청자의 신분증",,,2022-01-07
보호-돌봄,서비스,방문신청,서비스,단년도 계속 사업,"읍.면.동 주민센터, 지역발달장애인지원센터",보건복지상담센터 (☎ 129),"○ ｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인(지적, 자폐성) - 발달장애(지적·자폐성)가 의심된다는 의사소견서(진단서)로 대체하여 개인별지원계획 수립 대상자로 선정 가능","○ ｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인(지적, 자폐성) - 발달장애(지적·자폐성)가 의심된다는 의사소견서(진단서)로 대체하여 개인별지원계획 수립 대상자로 선정 가능","○ 발달장애인이 개인의 특성을 고려한 복지서비스를 받을 수 있도록 수립 및 복지(공공,민간) 서비스 연계 등","(가) 신청 주체(1) 발달장애인에 의한 신청｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인 당사자 (2) 보호자에 의한 신청발달장애인이 의사결정 능력이 충분하지 않다고 판단할 만한 상당한 이유가 있는 경우, 보호자가 대리 신청할 수 있음보호자의 범위-｢아동복지법｣ 제3조제3호의 보호자(발달장애인이 미성년자인 경우에 한정)-성년인 발달장애인의 후견인-성년인 발달장애인의 후견인이 아닌 사람 중 ｢민법｣ 제779조에 따른 가족 또는 같은 법 제974조에 따른 부양의무자로서 사실상 해당 발달장애인을 보호하는 사람  ※ ｢민법｣ 제779조에 따른 가족의 범위 ․ 배우자, 직계혈족 및 형제자매 ․ 생계를 같이 하는 직계혈족의 배우자, 배우자의 직계혈족 및 배우자의 형제자매※ ｢민법｣ 제974조에 따른 부양의무자의 범위 ․ 직계혈족 및 그 배우자 간 ․ 생계를 같이 하는 기타 친족간-성년인 발달장애인 중 보호자가 없는 경우 지방자치단체의 장이 발달장애인의 보호자로 지명하는 사람(후견인을 선임하기 전까지로 한정) (3) 사회복지전담공무원에 의한 신청발달장애인에 대한 복지지원이 누락되지 않도록 하기 위하여 관할 읍․면․동의 사회복지전담공무원은 아래의 경우 직권으로 복지서비스 및 개인별지원계획 수립 신청 가능-보호자가 있지만, 발달장애인을 학대하거나 방임하는 등 돌보지 않는 경우-기타 개인별지원계획 수립 신청이 발달장애인에게 더 큰 이익이 될 수 있다고 판단됨에도 불구하고 보호자가 이를 이행하지 않아 당사자에게 불이익이 초래될 것이 예상되는 경우사회복지전담공무원이 직권으로 신청하는 경우 발달장애인의 동의 필요","○ 발달장애인이 신청하는 경우의 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본 ○ 보호자가 신청하는 경우의 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본-특별자치시장․특별자치도지사 및 시장․군수․구청장은 발달장애인 보호자의 신분을 확인 ∙보호자가 ｢발달장애인법｣ 제2조제2호 가목 또는 다목에 해당하는 사람일 경우: ｢전자정부법｣ 제36조제1항에 따른 행정정보의 공동이용을 통하여 신청인의 가족관계등록부를 확인하여야 함(단, 신청인이 확인에 동의하지 아니하는 경우에는 그 서류를 첨부)∙보호자가 ｢발달장애인법｣ 제2조제2호 나목에 해당하는 사람일 경우: ｢후견등기에관한법률｣ 제15조에 의거한 등기사항 증명서를 확인하여야 함∙보호자가 ｢발달장애인법｣ 제2조제2호 라목에 해당하는 사람일 경우: 그에 해당하는 사람임을 증명할 수 있는 서류를 확인하여야 함 ○ 사회복지전담공무원이 직권으로 신청하는 경우 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본-발달장애인의 신청 동의서 [서식 2-2호]",,,2022-06-09
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,서귀포시 복지위생국 주민복지과 (☎ 064-760-2532),○ 혼자 생활하는 1인 가구 ※ 기초생활수급자/ 차상위 계층/ 읍면동장이 추천 하는 가구 등,,"○ 서비스내용 - 전력, 통신 사용 여부를 분석하여 이상 감지 발생 시 읍면동에서 안부확인 서비스 - 한국전력공사+SK텔레콤 협약 ○ 지원대상 : 혼자 사는 1인가구 - 한국전력에 전기요금을 납부하며, 스마트폰을 보유한 대상 가구 - 기초생활수급자/ 차상위 계층/ 읍면동장이 추천하는 가구 등",○ 방문 신청 - 주민센터 : 주소지 읍면동 맞춤형복지팀,,,,2022-01-21
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,노인장애인과 (☎ 043-850-6815),○ 안전 확인이 필요한 요보호 홀로노인 중                        기초수급자 및 차상위계층 노인,,○ 정기적인 홀로노인 안부전화 및 세대방문 등의 어르신 돌봄활동 추진,○ 방문 신청 - 주민센터 : 읍면동 신청접수,,,,2022-07-19
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터                                                                                                                                                                                                                                                                        시·군·구청,광진구 복지정책과 (☎ 02-450-7304),관내 1인 가구 - 1순위 : 50세 이상 1인 가구 중 고독사 위험군 - 2순위 : 50세 미만 차상위계층 이하 저소득주민 및 1인 가구 누구나,,50세 이상 1인 가구(고독사 위험군)에 대한 안부확인 서비스로 고독사 예방 - 모바일 수ㆍ발신 이력 모니터링을 통한 대상자 안부확인 - 일정기간(평균 3일) 이상 수ㆍ발신 이력이 없는 가구에 대해 안부콜(자동ARS) 발신을 통한 수신 확인 후 위험 대상자 조치,관할 동주민센터 및 구청 복지정책과 방문신청,,,,2022-08-19
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터                                                                                                                                                                                                                                                                        시·군·구청,주민복지실 (☎ 061-430-3154),○ 장기요양등급을 받지 않은 거동불편 노인,,○ 이동목욕 차량 이용 목욕서비스 제공,○ 방문 신청  - 주민센터 : 관할 읍면사무소 신청- 강진노인복지센터,,,,2021-11-24
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,보건장애인복지과 (☎ 042-270-4774),○ 「장애인복지법」 제32조에 등록한 여성장애인,,"○ 여성장애인의 자녀양육, 가사활동 및 산전 산후조리 등",○ 방문 신청 - 시군구 : 거주지 관할 주민센터에 방문 본인 신청,,,,2022-07-25
보호-돌봄,서비스,방문신청,서비스,상시신청,시·군·구청,가족행복과 (☎ 054-421-2491),○ 지역아동센터 이용 아동,,"○ 지역아동센터 급식지원 - 저소득 가정의 아동들이 건강하게 자랄 수 있도록 지역아동센터에 급식 지원 등을 통해 결식예방 및 영양개선 ○ 단가 : 1식 당 7,000원/인",○ 방문 신청 - 시군구 : 김천시 드림스타트 방문 신청 및 지역아동센터 문의,"- 지역아동센터 이용 신청시 기초수급  및 차상위 계층, 법정 한부모가구 등 우선돌봄아동의 경우 별도의 구비서류 없음- 다문화가정 - 외국인 부모의 기본증명서, 조손가정 - 주민등록등본 필요- 다자녀 가정 - 주민등록등본, 맞벌이 - 재직증명서 , 한부모 가정 -등본이난 재직증명서 필요",,,2022-05-02
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,복지정책과 (☎ 02-901-6993),"○ 긴급하고 일시적인 돌봄이 필요한 대상으로 만65세이상 어르신, 50세이상 중장년, 장애인 ○ 기준중위소득 85%이내",,"○ 지원대상 : 만65세 이상 어르신, 50세 이상 중장년, 장애인 - 당사자 혼자 거동하기 어렵거나 독립적인 일상생활 수행이 어려운 경우 - 당사자를 수발할 수 있는 가족 등이 부재하거나 수발할 수 없는 경우 - 공적 돌봄 서비스를 이용하지 않거나, 서비스 이용 중 불가피한 공백이 발생한 경우 - 비용기준 : 중위소득 85% 이하 ○ 지원내용: 돌봄SOS센터 10대 서비스 - 일시재가, 주거편의, 청소방역, 식사지원, 동행지원, 단기시설 등 - 지원비용 : 연간한도 158만원 이내",○ 방문 신청  - 주민센터 : 관할 주민센터 신청,,,,2022-07-15
보호-돌봄,서비스,방문신청,이용권서비스,접수기관 별 상이,주민센터,노인장애인과 (☎ 032-453-2575),○ 장애인활동지원등급 1등급 또는 12구간 이상으로 추가 시간이 필요한 중증장애인,,○ 지원대상자에게 월 10시간~80시간 범위 내 시추가 활동지원급여 제공,○ 방문 신청  - 동 행정복지센터 : 신청기간 내에 방문신청,,,,2022-07-13
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,어르신장애인과 (☎ 02-2091-3057),"○ 만60세 이상 기초생활수급자, 차상위 ○ 만65세 이상 기초생활수급자, 독거어르신",,"○ 치매, 요실금 등의 질환이 있는 취약계층 어르신들에게 위생용품 지원 ○ 독거어르신 가정에 매일 요쿠르트 배달 및 안부확인",○ 방문 신청  - 주민센터 : 관할 동주민센터에서 신청,,,,2022-07-21
보호-돌봄,서비스,방문신청,서비스,상시신청,"서초어르신행복e음센터, 방배노인종합복지관",어르신행복과 (☎ 02-2155-8861),○ 만 65세 이상 독거어르신,,"○ 만 65세 이상 독거어르신 댁에 주 3회 음료배달을 통해 안부확인  ※ 예산소진시 해당 서비스는 종료되고, 대체 서비스 신청 가능합니다.","○ 방문 신청 - 기타 : 수행기관 (서초어르신행복e음센터, 방배노인종합복지관)",,,,2022-02-07
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,자립지원과 (☎ 02-2620-4689),○ X1(기능제한)점수 300점 이상 와상·사지마비인 서울시 추가지원사업 이용 독거장애인 ○ 기초생활수급자·차상위계층 지적·자폐성장애인 ○ X1(기능제한)점수 200점 이상 성인(만19세 이상) 지적·자폐성장애인 ○ X1(기능제한)점수 280점 이상 아동(만6세이상~만19세미만) 지적·자폐성장애인 ○ 주민등록상 독거 지적·자폐성장애인,,○ 장애인활동지원 이용자에게 추가 돌봄시간 지원(월 30시간),○ 방문 신청  - 주민센터 : 동주민센터 방문 신청,,,,2022-07-12
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,동작구청 어르신장애인과 (☎ 02-820-9308),○ 정도가 심한 독거 장애인 또는 정도가 심한 장애인 외 가구원이 미성년자이거나 만 65세 이상인 가구,,"○ 야간시간대(22시~익일 6시) 순회돌보미가 가정 내 방문하여 돌봄서비스(대소변처리, 체위변경 등) 제공",○ 방문 신청  - 주민센터 : 관할 동주민센터 방문 신청,,,,2021-10-27
보호-돌봄,서비스,방문신청,서비스,상시신청,"평택북부장애인복지관,  에바다종합사회복지관",평택시청 노인장애인과 (☎ 031-8024-3321),"○ 생활지원 : 만 6세 이상의 저소득층(기초생활수급자, 차상위 계층) 중증 장애인 ○ 산모지원 : 기준 중위소득 180% 이하로 출산준비 및 산후조리 지원이 필요한 여성장애인  ○ 육아지원 : 기준 중위소득 180% 이하 36개월 이하의 자녀를 둔 여성장애인 및 한부모 남성장애인",,"○ 저소득 장애인에게 도우미를 파견하여 생활지원, 산모, 육아지원서비스 지원","○ 방문 신청 - 기타 : 평택북부장애인복지관, 에바다종합사회복지관",,,,2022-01-30
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,복지정책과 통합돌봄팀 (☎ 042-608-6768),"○ 만65세 이상 거동불편 노인 중 *유사서비스를 받고 있지 않은 자* 노인장기요양보험, 장애인활동지원, 노인맞춤돌봄 개편 전 방문목욕서비스",,"○ 거동 불편 돌봄 필요 어르신에게 방문목욕(월 최대 4회), 방문이미용(월 1회) 위생서비스 지원 - 신규 신청시 6개월 서비스 제공, 단 위기사유 미해소시 연장 신청 가능하며 ~22.12.31 이내 제공",○ 방문 신청 : 거주지 관할 동행정복지센터 신청(신분증 지참),"1. 서비스 신청서(동행정복지센터 비치)2. 의사소견서, 현장실태조사서 제출자(동장 추천) 등 * 노쇠, 골절 진단 또는 급성기질환 등으로 거동이 어렵다는 의사소견 또는 동장추천서 제출자3. 신분증(대리 신청의 경우 대상자 및 대리인 신분증 함께 제출)",,,2022-02-25
보호-돌봄,서비스,방문신청,서비스,상시신청,"서초어르신행복e음센터, 방배노인종합복지관",어르신행복과 (☎ 02-2155-8861),○ 독거어르신 대상,,○ 독거어르신 대상으로 AI 돌봄로봇 활용하여 안부확인 및 비대면 프로그램 운영  ※ 예산 소진시 서비스는 종료됩니다.,"○ 방문 신청 - 기타 : 수행기관 (서초어르신행복e음센터, 방배노인종합복지관)",,,,2022-02-07
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,광진구 복지정책과 (☎ 02-450-7484),"기준 중위소득 130% 이내 광진구민 중  ① 혼자 거동하기 어렵거나, 독립적인 일상생활이 어려운 경우  ② 수발할 수 있는 가족이 부재하거나, 수발할 수 없는 경우  ③ 공적 돌봄서비스 및 유사한 서비스를 이용하지 않은 경우",,"돌봄이 필요한 구민에 8대 돌봄 서비스 제공  ※ 8대 돌봄 서비스 : 일시재가, 동행지원, 주거편의, 식사지원, 정보상담, 단기시설, 건강지원, 안부확인",관할 주민센터 방문 신청,신분증,,,2022-08-19
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,생활지원과 (☎ 051-240-4824),"○ 장애인활동지원 추가지원 필요자  - 직전 3개월의 국비지원시간 사용률 90% 미만일 경우 선정 제외 - 기존 대상자 재선정 시, 총 생성액 대비 사용률이 60% 미만일 경우 선정 제외 - 기존 시비지원대상자 중 사용률 60%미만인 대상자, 국비대상자 중 사용률 90%미만인 자를 선정 할 경우에는 반드시 수급자격심의위원회의 심의를 통해 선정의 공정성 확보",,"○ 지원목적 : 장애인의 자립생활과 사회참여 증진 ○ 지원내용 : 장애인의 신체활동, 가사 및 사회활동 이동보조 지원 ○ 지원대상 : 장애인활동지원 추가지원이 필요한 대상 ○ 지원한도 : 등급 및 유형에 따라 월 20시간~330시간 차등지원",○ 방문 신청 - 주민센터 : 주소지 관할 읍면동 주민센터에 방문 신청,,,,2022-07-15
보호-돌봄,서비스,방문신청,이용권서비스,상시신청,주민센터,광진구 사회복지장애인과 (☎ 02-450-7610),"활동지원서비스를 이용하는 대상자 중 급여가 부족한 최중증, 독거·취약가구 장애인",,장애인 활동지원 서비스를 이용하는 대상자 중 국고지원 또는 서울시 추가지원 후에도 시간이 부족한 장애인에게 월 40시간 추가 지원,○ 방문신청 : 관할 동주민센터,"사회보장급여(사회서비스이용권) 신청(변경)서, 바우처카드 발급 신청서, 건강보험증 사본(가구원수 산정 확인용), 본인부담금을 환급받을 본인 명의 계좌의 통장사본, 기타 대상자별 해당하는 사항에 대한 추가제출서류",,,2022-08-19
보호-돌봄,서비스,방문신청,서비스,상시신청,여성장애인 가사도우미 지원 사업 수행기관,서귀포시 복지위생국 노인장애인과 (☎ 064-760-2393),○ 생활이 어려운 저소득 결혼 여성장애인,,"○ 생활이 어려운 저소득 결혼여성 장애인들의 주거청소, 위생교육 등을 위한 가사도우미 지원",○ 방문 신청 - 기타 : 여성장애인 가사도우미 지원 사업 수행기관,,,,2022-01-21
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,광진구 사회복지장애인과 (☎ 02-450-7527),"취업 및 직업훈련, 거주시설 타서비스를 이용 중으로 주간활동서비스 신청이 불가한 만18세이상 ~ 65세 미만 발달장애인 - 신청가능 인원 초과시 신청불가 - 가구의 소득, 재산 수준 무관 ※타서비스 이용 외의 활동공백시간이 있는 대상자",,주 20시간(월 80시간) 이상 근로자 또는 기타 민간서비스를 자부담으로 이용하는 자에게 취미·학습·체육·직업 등 주간활동서비스 제공,관할 동주민센터 방문신청,재학중인 경우 : 재학증명서취업중인 경우 : 근로계약서타스비스 이용중인 경우 : 자부담 결제 내역서,,,2022-07-05
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,사회복지과 (☎ 053-663-2624),"① 긴급활동지원 지급․ 신청자가 갑작스런 사고 및 급격한 상태변화(건강 및 환경)로 인해 돌봄이 필요하나, 보호자의 장기출타, 직장근무 등의 사유로 신청인을 돌볼 가족이 없는 경우․ 병원 퇴원 등(시설 퇴소 제외)의 사유가 있는 독거가구로, 사전에 활동지원을 신청하지 못한 경우․ 긴급활동지원은 지원일로부터 최대 60일(2개월)동안 지원가능하며 지원기간 내 긴급사유가 소멸되면 그 다음날부터 중단함 ② 탈시설장애인· 자립주택입주자 우선지원· 지원기간 : 지원시점부터 3년(갱신조건추후논의) ③ 최중증장애인 · 지원기간 : 법정급여 갱신 시 자격 재판정 ④ 구청장이 인정하는 장애인· 지원기간 : 1년(갱신조건추후논의)",,"❏ 사업개요   ❍ 사업기간 : 2022. 1 ~ 2022. 12.   ❍ 지원대상 : 활동지원 추가지원이 필요한 서구 거주 장애인       ❍ 지원시간 : 월 20시간 ~ 120시간 차등 지급                 - 시간당급여 : 14,800원   ❍ 사업내용 : 법정급여 외 추가 활동지원시간이 필요한 장애인에게 구비로                 활동지원 시간 추가 지원   ❍ 지원내용 : 활동보조(신체활동, 가사지원, 이동보조 등)   ❍ 사업예산 : 100,000천원(구비 100%)",○ 방문 신청 : 주민등록지 동 행정복지센터(신분증 지참),,,,2022-07-13
보호-돌봄,서비스,방문신청,서비스,상시신청,주민센터,행정사회복지과 (☎ 063-290-2197),○ 만65세이상 관내 등록장애인,,○ 이동목욕서비스 연 6회 제공,○ 방문 신청 - 주민센터 : 읍면사무소 접수,,,,2021-12-01
보호-돌봄,서비스,방문신청,서비스,상시신청,남구종합사회복지관,행복정책과 (☎ 053-664-3202),○ 남구 거주 저소득 재가장애인 및 노인성 질환자 중 장애인 활동지원사업 및 노인장기요양사업의 대상이 아닌 지역주민,,"○ 장애인 활동지원사업, 노인장기요양사업 등의 제도권 목욕서비스를 제공받을 수 없는 저소득 재가장애인과 노인성질환자를 대상으로 이동방문목욕 서비스 지원",○ 방문 신청 - 기타 : 남구종합사회복지관 ○ 기타 - 전화 : 053-476-7700,"서비스 이용 신청서 작성.(필요 시, 수급증명서, 서비스의뢰서 첨부)",,,2022-07-15
보호-돌봄,서비스,방문신청,서비스,접수기관 별 상이,"안양관악장애인복지관, 안양수리장애인복지관",안양관악장애인복지관 (☎ 031-472-7774)안양수리장애인복지관 (☎ 031-465-0950),"○ 생활지원   - 만 6세 이상의 장애정도가 심한 등록 장애인 중 저소득층 (수급자, 차상위)대상으로 아래에 해당 하는 자     ⯈ 활동지원급여 신청자격이 있는 자로서 활동지원제도 판정결과 등급 외 결정을 받은 자.        (활동지원 수급자였다가 만65세 이후에 노인장기요양보험법에 따른 장기요양급여를 받지 못하게 된 자 포함)     ⯈ 노인장기요양급여 신청자격이 있는 자로서 노인장기요양급여 판정결과 지급대상에서 제외 된 자  ○ 산모지원  - 기준 중위소득 180% 이하로 출산준비 및 산후조리 등 지원이 필요한 여성장애인  ○ 육아지원  - 기준 중위소득 180% 이하로 36개월 이하의 자녀를 둔 여성장애인 또는 한부모 남성 장애",,"○ 생활지원 : 월 48시간 이내   ○ 산모지원 : 월 160시간 이내 / 월 20일 이내  - 출산예정일 1개월 전부터 출산 후 1개월 이내 지원  - 타 서비스 (활동지원, 산모신생아도우미 서비스 등에 준하는 재가서비스)를 받는 경우에는    타 서비스와 산모지원 서비스의 합산시간이 월 160시간이 넘지 않아야함  ○ 육아지원 : 월 48시간  - 아동의 연령이 36개월 되는 당월 말일에 서비스 종결  - 육아기(만8세 이하 자녀)가 2명 이사일 경우 서비스 시간 추가    * 2인 : 48시간x1.5배 = 72시간 / 3인 : 48시간x2배 = 96시간",○ 맞춤형 도우미 수행기관 방문신청,,,,2022-07-07
