상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,게시글_id,게시글_url,제목,요약,지역상위,지역하위,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,최종수정일,스크랩시간
생활안정,현금,온라인신청,553000000104,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/553000000104?administOrgCd=ALL,보훈대상자 명예 선양비 지원,,경기도,화성시,현금,상시신청,주민센터,복지정책과 (☎ 031-5189-2213),○ 다음 관련 법령의 적용을 받아 국가보훈대상자로 등록 및 결정된 사람 - 「국가유공자 등 단체설립에 관한 법률」의 적용을 받는 사람 - 「참전유공자예우 및 단체설립에 관한 법률」의 적용을 받는 사람 - 「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」의 적용을 받는 사람 - 「국가유공자 등 예우 및 지원에 관한 법률」의 적용을 받는 사람 - 「특수임무유공자 예우 및 단체설립에 관한 법률」의 적용을 받는 사람 - 「5ㆍ18민주유공자 예우에 관한 법률」의 적용을 받는 사람 - 「보훈보상대상자 지원에 관한 법률」의 적용을 받는 사람,,"○ 국가보훈대상자 명예선양비 지원 - 보훈명예수당(만 80세 미만 월 8만원, 만 80세 이상 월 10만원)  - 사망위로금(1회 25만원) - 국가보훈대상자 특별위로금(연 3회) 각 3만원 - 독립유공자 유족 특별위로금(연 2회) 각 10만원 - 화성시 출신 독립유공자 후손 주거안정 특별위로금(연 5회) 각 20만원",○ 방문 신청 - 주민센터 : 주소지 관할 읍·면·동 주민센터 방문,,복지정책과 (☎  031-5189-2213),2022-07-18,202210061351
생활안정,현금,온라인신청,378000000157,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/378000000157?administOrgCd=ALL,보훈명예수당,,경기도,성남시,현금,상시신청,주민센터,복지정책과 (☎ 031-729-2835),○ 매월1일 현재 성남시 거주 국가유공자 및 유족 중 만65세이상,,"○ 매월 1일 현재 성남시 거주 국가유공자 및 유족 중 만 65세 이상자에게 매월 100,000원 보훈명예수당 지급",○ 방문 신청 - 주민센터 : 거주지 관할 읍·면·동 주민센터 방문https://service.go.kr/,,복지정책과 (☎  031-729-2835),2022-05-02,202210061351
생활안정,현금,타사이트신청,SD0000016119,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SD0000016119?administOrgCd=ALL,장애인연금,중증 장애인의 생활 안정 지원과 복지증진 및 사회통합도모,중앙부처,,현금,상시신청,주민센터,보건복지상담센터 (☎ 129),"○ 만 18세 이상의 등록한 중증장애인* 중 본인과 배우자의 소득인정액이 선정기준액 이하인 자*'중증'이란 등록한 장애인 중 '장애인연금법 상의 중증장애인'을 의미하고 '경증'이란 '장애인연금법상 중증이 아닌 등록장애인'을 의미함 ○ 신청일 현재, 장애인연금법 제2조제1호에 따른 중증장애인 (종전 1급, 2급, 3급 중복에 해당하는 자)",<2022년 기준 선정기준액>○ 배우자가 없는 가구(단독가구) : 122만원 이하○ 배우자가 있는 가구(부부 가구) : 195.2만원 이하,"○ 만18세 이상 중증장애인에게 매월 일정액의 장애인연금 지급 ○ 지원금액- 기초급여 월 30만7,500원- 부가급여 월 2~38만7,500원(소득, 연령에 따라 차등)",읍면동 주민센터에 방문하거나 온라인으로 신청,○ 공통서류 - 신청자의 신분증 - 사회복지서비스 및 급여제공 신청서 - 소득재산 신고서 - 금융 정보 등 제공동의서 - 본인 명의의 금융회사 계좌 통장사본 - 주택 정보 제공동의서○ 대리신청시 구비서류 - 대리 신청 시 신청자의 위임장 및 신분증 - 대리인 신분증,보건복지상담센터 (☎  129),2022-06-13,202210061351
생활안정,현금,타사이트신청,149200000018,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/149200000018?administOrgCd=ALL,산재근로자 생활안정자금 융자,산재노동자 및 유족의 생활안정에 필요한 자금을 필요시기에 장기저리로 융자함으로써 생활안정 및 복지증진 도모,중앙부처,,현금,○ 신청기한 - (의료비) 진료일 또는 의료비 납부일부터 1년 이내 - (혼례비) 결혼일 전후 또는 혼인신고일부터 90일 이내 - (장례비) 사망일부터 90일 이내 - (취업안정자금) 직장복귀일부터 1년 이내 - (차량구입비) 소유권 등록일 또는 차량(건설기계)매매계약일부터 90일 이내 - (주택이전비) 임대차계약일 또는 전입일부터 90일 이내,"근로복지공단 지역본부 복지부, 지사 경영복지팀",근로복지공단 (☎ 1588-0075),"○ 월평균소득이 보건복지부 장관이 고시하는 3인 가구 기준 중위소득 이하인 자로 다음에 해당하는 자 - 산재사망근로자의 유족 중 수급권 1순위자(방계 일시금 수급권자 제외)  - 상병보상연금 수급자, 산재장해등급 1~9급 판정자  - 융자신청일 현재 3개월 이상 요양 중인 산재노동자로서 평균임금이 최저임금 이하인 자(의료비, 혼례비, 장례비에 한함) - 융자신청일 현재 5년 이상 장기 요양 중인 이황화탄소 질병판정자","○ 신청 제한 - 월 평균소득이 보건복지부 장관이 고시하는 3인 가구 기준 중위소득을 초과하는 경우 - 외국인, 재외동포(재외국민 및 외국국적 동포) - 한국신용정보원에 연체, 대위변제,대지급, 부도, 금융질서문란 등 신용도판단정보와 체납정보 등 공공정보가 등록된 사람 - 공단으로부터 신용보증 지원 받은 후 부정대부신청, 용도외 사용 등으로 대부결정이 취소된 사실이 있는 사람","○ 융자이율 : 연리 1.25%(신용보증료 연 0.7% 별도 부담), 융자기간 : 5년 이내○ 상환방법 : 1년거치 4년 원금 균등분활 상환,  2년거치 3년 원금 균등분할 상환,  3년거치 2년 원금 균등분할 상환 중에서 택1(거치기간 변경 불가) ○ 융자한도 : 세대 당 2,000만원 이내 범위에서 각 융자종류별 한도내 융자 - 주택 이전비, 차량 구입비는 1,500만원 한도 - 의료비, 혼례비, 장례비, 취업 안정자금은 1,000만원 한도","○ 근로복지공단 해당 지사에 방문, 우편, fax, 웹사이트 신청","○ 공통서류 : 융자신청서, 서약서, 주민등록등본, 원천징수영수증 사본 또는 임금대장(필요시)○ 융자종류별 추가 서류 : (의료비) 진료비 계산서, 영수증 사본, (혼례비)혼인관계증명서 및 혼인사실을 확인할 수 있는 자료, (장례비)사망인의 기본증명서, 사망진단서, 사망확인서 중 택1 (주택이전비)임대차계약서, (차량구입비)차량매매계약서, 차량등록원부, (취업안정자금)재직증명서",근로복지공단 (☎  1588-0075),2022-06-13,202210061351
생활안정,현금,타사이트신청,135200005017,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/135200005017?administOrgCd=ALL,상병수당 시범사업('22.7.4~),근로자가 업무 외 질병·부상으로 경제활동이 어려운 경우 치료에 집중할 수 있도록 소득을 보전하는 제도,중앙부처,,현금,상시신청,국민건강보험공단,국민건강보험공단 고객센터 (☎ 1577-1000),"○ (대상 지역) 서울 종로구, 경기 부천시, 충남 천안시, 전남 순천시, 경북 포항시, 경남 창원시○ (기본 자격) 시범사업 지역 거주 취업자 또는 시범사업 지역 소재 사업장 근로자(거주지 무관),　 만 15세 이상 ~ 만 65세 미만, 대한민국 국적자(일부 예외 적용)○ (취업자 기준) ① 건강보험 직장가입자, ② 고용보험 또는 산재보험 가입자, 　 ③ 사업 기간 및 매출 기준을 충족하는 자영업자*     * 직전 3개월 동안 사업자등록 유지 + 직전 3개월 중 1개월 이상 매출 191만원 이상",○ 국민건강보험공단에서 상병수당 신청인에 대한 자격 및 의료인증 심사를 통해 급여 지급 결정,"○ 모형1 (경기 부천시, 경북 포항시)   - 질병·부상으로 일을 하지 못하는 기간(대기기간 7일 제외) 동안 일 43,960원 지급   - 1년 동안 최대 90일까지 지원 가능 ○ 모형2 (서울 종로구,  충남 천안시)   - 질병·부상으로 일을 하지 못하는 기간(대기기간 14일 제외) 동안 일 43,960원 지급   - 1년 동안 최대 120일까지 지원 가능 ○ 모형3 (전남 순천시, 경남 창원시)   - 질병·부상의 치료를 위한 입원 및 외래 진료일수(대기기간 3일 제외)에 대해 일 43,960원 지급   - 1년 동안 최대 90일까지 지원 가능","○ 제출방법   - 방문 신청 : 국민건강보험공단 시범사업 운영지사　 (국민건강보험공단 종로지사, 부천북부지사, 천안지사, 순천곡성지사, 포항남부지사, 창원중부지사)   - 온라인 신청 : 국민건강보험공단 누리집(민원여기요> 개인민원> 보험급여> 상병수당 신청)   - 우편 또는 팩스 신청","○ 모형1 (경기 부천시, 경북 포항시)    - 상병수당 지급 신청서   - 의료기관 발급서류(상병수당 신청용 진단서, 의무기록지)   - 상병수당 진단서 작성용 사전문답서   - 근로중단 계획서   - 본인 계좌 통장 사본   - 취업자 기준 증빙서류(건강보험 직장가입자가 아닌 고용·산재보험 가입자 및 자영업자에 한함) ○ 모형2 (서울 종로구, 충남 천안시)   - 모형1 제출서류와 동일함 ○ 모형3 (전남 순천시, 경남 창원시)   - 상병수당 지급 신청서   - 의료기관 발급서류(진료비 납입확인서, 입원요약지 또는 입퇴원기록지, 통원치료확인서 또는 진료확인서)   - 근로중단 확인서(건강보험 직장가입자에 한함)   - 본인 계좌 통장 사본   - 취업자 기준 증빙서류(건강보험 직장가입자가 아닌 고용·산재보험 가입자 및 자영업자에 한함)  ※ 제출서류 서식은 국민건강보험공단 누리집(www.nhis.or.kr)에서 확인 가능합니다.",국민건강보험공단 고객센터 (☎  1577-1000),2022-10-04,202210061351
생활안정,현금,타사이트신청,641000000155,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/641000000155?administOrgCd=ALL,한부모가족 학습재료비 등 지원,,경기도,,현금,상시신청,주민센터,가족다문화과 (☎ 031-8008-3489),○ 소득인정액이 기준중위소득 52% 이하인 한부모 및 조손 한부모가족,,"○ 공통대상 : 만 18세 미만 아동을 양육하는 저소득 한부모가족(조손한부모가족 포함)  - 학습재료비 : 초중고등학교 재학생 양육 가정에 1인당 1.5만원(월) 지급  - 생필품비 : 저소득 한부모가족에 세대당 5만원 지급 (연2회/ 설, 추석)  - 저소득 한부모가족 교육비 : 무상교육 제외학교에 다니는 고등학생 자녀 입학금, 수업료 실비 지원 - 조손가족 손자녀 양육비 : 중고교 재학 손자녀를 양육하는 조손한부모가족에 1인당 월 10만원 지급  - 조손가족손자녀 대학 입학(등록)금  :  저소득 존손가족(맞춤형급여대상 포함) 손자녀 대학교 신입생 1인당 500만원 내 실비 지급 - 조손가족손자녀 대학 입학준비금 : 저소득 존손가족(맞춤형급여대상 포함) 손자녀 대학교 신입생 1인당 250만원 내 실비 지급",○ 방문 신청 - 시군구 : 관할 행정복지센터 ○ 온라인 복지로 신청 - http://online.bokjiro.go.kr,,가족다문화과 (☎  031-8008-3489),2022-02-09,202210061351
생활안정,현금,타사이트신청,626000000126,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/626000000126?administOrgCd=ALL,청년 사회진입 활동비 지원(청년 디딤돌 카드+),,부산광역시,,현금,상반기 중,온라인신청,청년희망정책과 (☎ 051-888-7894),○ 만 18세~34세 부산 청년으로 기준중위소득 150% 이하인 자,,○ 사회진입활동비 최대 300만원 지원(월 50만원×6개월),○ 온라인 신청 : http://youthdidimdol.kr/,,청년희망정책과 (☎  051-888-7894),2022-07-15,202210061351
생활안정,현금,타사이트신청,641000000192,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/641000000192?administOrgCd=ALL,경기도 청년 노동자 통장,,경기도,,현금기타,2022.04.19~2022.05.02,,청년복지정책과 (☎ 031-8008-4334)," 도내 거주 기준중위소득 100%이하 가구, 만18세~만34세 청년 노동자",," 대상 : 도내 거주 기준중위소득 100%이하 가구,  만18세~만34세 청년노동자- 내용 : 매월10만원 저축, 2년 만기시 580만원(지역화폐100만원포함) 지급", 청년노동자 통장 홈페이지 온라인신청(https://account.ggwf.or.kr),,청년복지정책과 (☎  031-8008-4334),2022-07-28,202210061351
생활안정,현금,타사이트신청,629000000164,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/629000000164?administOrgCd=ALL,청년 13(일+삶)통장 지원,,광주광역시,,현금,2022.01.25~2022.02.08,청년금융복지지원센터,청년정책관실 (☎ 062-613-2723)(사)광주금융사회복지협회 (☎ 062-227-7079),"○ 광주광역시 주민등록 만19세~34세 ○ 세전 월소득 683,444원~1,914,440원 근로청년(※소득기준 매년 변동)",,○ 지원대상 : 만 19세~34세 저임금 근로 청년 ○ 지원내용 - 월 10만원 10개월 저축시 100만원 지원금 지급(만기금액 200만원) - 단계별 금융역량강화 프로그램 지원,○ 온라인 신청  - 청년금융복지지원센터 : https://www.13account.or.kr (연1회 선정),,청년정책관실 (☎  062-613-2723)(사)광주금융사회복지협회 (☎  062-227-7079),2022-07-14,202210061351
생활안정,현금,타사이트신청,627000000148,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/627000000148?administOrgCd=ALL,청년 내일(My job&Tomorrow)학교 운영 지원,,대구광역시,,현금,"상반기(3~4월), 하반기(7~8월)",온라인 신청,청년정책과 (☎ 053-803-2963),○ 만19~34세 미만 대구 거주 청년 (중위소득 150% 이하),,○ 청년사회활동지원금 지급,○ 온라인 신청 - 청년사회진입활동지원시스템 : https://youthdream.daegu.go.kr/ 회원가입 및 사업 신청,,청년정책과 (☎  053-803-2963),2022-07-04,202210061351
생활안정,현금,타사이트신청,PTR000051906,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/PTR000051906?administOrgCd=ALL,병역명문가 선양사업,병역을 명예롭게 이행한 사람이 존경받고 긍지를 가질 수 있는 건강한 병역문화 정착,중앙부처,,현금,상시신청,병무청,병무민원상담소 (☎ 1588-9090),○ 3대 가족 모두 현역복무 등을 성실히 마친 가문,"○ 가족 모두 징집 또는 지원에 의하여 장교, 준사관, 부사관, 병으로 입영하여 현역(전투ㆍ의무ㆍ해양경찰, 경비 교도대원, 의무소방원, 상근예비역을 포함) 복무를 마쳤거나, 장교, 준사관 및 부사관 중 의무복무 기간을 마친 후 계속 복무 중인 사람 ※ 3대째 가족 중 남성이 없는 경우 여성 1명 이상이 현역 복무를 마친 경우 포함. ○ 국민방위군, 학도의용군 등 군인이 아닌 신분으로 6.25 전쟁에 참전한 사람 ※ 다만, 전사자 및 전공상자와 6.25 참전용사는 복무 기간에 관계없이 포함 ○ 일제의 국권침탈 및 강점기에 활동한 독립군ㆍ한국광복군 등 독립유공자(순국선열, 애국지사) ※ 징병검사ㆍ입영 기피, 병역 면탈 사실이 있거나 군 인사법 제37조 제1항의 제2호(진급 낙천)와 제4호(현역부적합)에 해당하는 사람 등은 신청 제외. 또한, 할아버지 1명과 그 아들(숙부, 백부 포함), 손자(숙부, 백부의 아들 모두 포함)까지 전부 병역을 마쳐야 함","○ 사업내용 - 병역명문가 증서ㆍ패ㆍ증 교부 - 대통령 축하 메시지 및 기념품 전달 - 병무청 누리집 「병역명문가 명예의 전당」 게시 - 병적증명서에 병역명문가 표기 발급 - 6·25전쟁 기념식, 국군의 날 등 주요 행사 초청 - 병역판정 옴부즈맨, 정책자문 위원 등 병무 행정 수행 과정 참여 - 국립, 지자체, 민간시설 이용 시 우대","○ 신청방법 : 병무청 누리집(홈페이지) 또는 지방병무(지)청 방문, 우편, FAX ○ 병역명문가 신청서 접수(연중) : 전국 지방병무청 ※ 병무청 누리집(홈페이지) 공지사항 별도 게재","신청서, 제적등본 및 가족관계증명서(3대 가족 확인 가능 자료), 기타",병무민원상담소 (☎  1588-9090),2022-06-16,202210061351
생활안정,현금,타사이트신청,642000000737,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/642000000737?administOrgCd=ALL,도내 대학생 장학금 지원(생활비),,강원도,,현금,생활비지원 장학생 선발 공고 시,강원인재육성평생교육진흥원,강원인재육성평생교육진흥원 (☎ 033-254-7777),○ 도내 고교출신 도내 대학생(학자금 지원구간 3구간 이하),,"○ 도내 고교출신 도내 대학생 생활비 지원 장학금 - 지원시기 : 학기 중(6~7월, 11~12월) - 지원금액 : 학기당 50만 원",○ 온라인 신청  - 강원인재육성평생교육진흥원 : http://injae.gwd.go.kr/injae,,강원인재육성평생교육진흥원 (☎  033-254-7777),2022-07-21,202210061351
생활안정,현금,타사이트신청,313000000116,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/313000000116?administOrgCd=ALL,마포형 산후 조리비 지원,,서울특별시,마포구,현금,상시신청,보건소,건강증진과 (☎ 02-3153-9072),"○ 출산일 기준 6개월 전부터 신청일까지 마포구에 주민등록되어 있는 산모 중, 보건복지부와 서울시에서 지원하는 산후도우미 서비스를 이용한 기준중위소득 150% 이하의 출산가정 및 예외지원 대상자(희귀난치성질환· 장애인·새터민·한부모가정·미혼모 산모, 쌍생아·셋째아 이상 출산가정)",,"○ 산모신생아 건강관리 서비스 본인부담금 환급(40만원 이내) - 보건복지부에서 지원하는 산모신생아 건강관리 서비스 이용 후, 본인부담금에서 총 서비스 이용금액의 10%를 제외한 금액 지원","○ 온라인 신청 - seoul-agi.seoul.go.kr ○ 방문 신청  - 보건소 : 보건소 방문신청 - 신청기한 : 출산일~6개월까지 - 구비서류 : 산후조리비 신청서, 개인정보수집및이용 동의서, 서비스 이용계약서, 본인부담금 영수증, 주민등록초본, 산모명의 통장사본, 소득관련 증빙서류(개인정보조회 및 열람 미동의시)",,건강증진과 (☎  02-3153-9072),2021-11-19,202210061351
생활안정,현금,타사이트신청,569000000365,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/569000000365?administOrgCd=ALL,저소득 한부모가족 생활안정지원금 지원,,세종특별자치시,,현금,상시신청,복지로                                                                                                                                                                                                                                                                                                주민센터,조치원읍 한부모가족담당자 (☎ 044-301-5164)연기면 한부모가족담당자 (☎ 044-301-5232),○ 소득인정액이 기준중위소득 52% 이하의 저소득 한부모가정 및 자녀(만 18세 미만) ○ 소득인정액이 기준중위소득 60% 이하의 청소년한부모(만 24세 이하)가정 및 자녀(만 18세 미만),,"○ 교통비  - 대상 : 중·고등학교 재학중인 자녀(교육급여 대상자 제외) - 금액 : 개인별 연 10만원 - 지원시기 : 연 2회 지원(1회 5만원) ○ 학습지원비 - 대상 : 초·중·고등학교 재학중인 자녀(교육급여 대상자 제외) - 금액 : 초등학생 20만원, 중학생 25만원, 고등학생 35만원 - 지원시기 : 연 2회 지원(상반기 초10, 중15, 고20만원 / 하반기 초10, 중10, 고15만원) ○ 명절지원금 - 대상 :  저소득 한부모가족 세대 중 기준 중위소득 52%이하(청소년 한부모는 기준 중위소득 60%이하) 급여 대상자(생계급여 대상자 제외) - 금액 : 세대별 연 20만원 - 지원시기 : 설, 추석 각 10만원 지원 ○ 월동비 - 대상 : 저소득 한부모가족 세대 중 기준 중위소득 52%이하(청소년 한부모는 기준 중위소득 60%이하)(생계급여 대상자 제외) - 금액 : 세대별 연 30만원 - 지원시기 : 11월 지원  ※ 지자체 지원사업으로 각 지자체별 서비스 내용이 상이할 수 있습니다.",○ 온라인 신청 - 복지로 : www.bokjiro.go.kr ○ 방문 신청 - 주민센터 : 관할 읍면동 주민센터 방문 ※ 신청 과정 : 방문 또는 온라인으로 저소득 한부모가정 선정 신청 → 통합조사(선정을 위한 소득인정액 조사) → 대상자 결정(책정·제외) ※ 추가 내용 : 통합조사를 통해 저소득 한부모가족(중위소득 52%이하)으로 책정된 가구에 시기별 지원,,조치원읍 한부모가족담당자 (☎  044-301-5164)연기면 한부모가족담당자 (☎  044-301-5232)연동면 한부모가족담당자 (☎  044-301-5334)부강면 한부모가족담당자 (☎  044-301-5433)금남면 한부모가족담당자 (☎  044-301-5534)장군면 한부모가족담당자 (☎  044-301-5633)연서면 한부모가족담당자 (☎  044-301-5732)전의면 한부모가족담당자 (☎  044-301-5833)전동면 한부모가족담당자 (☎  044-301-5932)소정면 한부모가족담당자 (☎  044-301-6032)한솔동 한부모가족담당자 (☎  044-301-6133)아름동 한부모가족담당자 (☎  044-301-6376)종촌동 한부모가족담당자 (☎  044-301-6434)고운동 한부모가족담당자 (☎  044-301-6633)보람동 한부모가족담당자 (☎  044-301-6733)새롬동 한부모가족담당자 (☎  044-301-6822)대평동 한부모가족담당자 (☎  044-301-6932)소담동 한부모가족담당자 (☎  044-301-7032)다정동 한부모가족담당자 (☎  044-301-7132)도담동 한부모가족담당자 (☎  044-301-6236)해밀동 한부모가족담당자 (☎  044-301-7432)반곡동 한부모가족담당자 (☎  044-301-7321),2021-11-03,202210061351
생활안정,현금,방문신청,WII000001410,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/WII000001410?administOrgCd=ALL,생계급여,생활이 어려운 생계급여 수급자에게 일상생활에 필요한 급여를 지급하여 최저 생활을 보장하고 자활을 돕는 것을 목적으로 함,중앙부처,,현금,자세한 날짜는 읍면동 주민센터에 따라 다를 수 있음,주민센터,보건복지상담센터 (☎ 129),"○ 가구의 소득 인정액이 생계급여 선정 기준 이하로서 생계급여 수급자로 결정된 수급자 ○ 단, 타 법령에 의하여 생계급여를 지원받는 아래 사례는 제외 - 노숙인 자활시설 및 청소년쉼터 또는 한국법무보호공단 시설 거주자 - 하나원에 재원 중인 북한이탈주민 등 타 법령에 따라 국가 또는 지방자치단체 등으로부터 생계를 보장받는 자 - 보장시설 수급자는 별도의 급여기준에 따라 지급 아래 소득 인정액 기준 및 부양의무자 기준을 동시에 충족하여야 함○  2022년 생계급여 선정 및 급여기준 - 기준 중위소득 30%  · 1인 가구 : 583,444원  · 2인 가구 : 978,026원  · 3인 가구 : 1,258,410원  · 4인 가구 : 1,536,324원  · 5인 가구 : 1,807,355원○ 생계급여액은 생계급여 선정 기준(급여기준)에서 가구의 소득 인정액을 차감한 금액 - 소득 인정액 = 소득평가액 + 재산의 소득환산액   · 소득평가액 = 실제 소득 - 가구 특성별 지출비용 - 근로소득공제  · 재산의 소득환산액 = {(일반/금융 재산의 종류별 가액-기본재산액-부채)+승용차 재산가액} X 재산의 종류별 소득환산율 ○ 부양의무자 기준: 의료급여만 적용* 생계급여는 부양의무자가 연 소득 1억 원 또는 일반재산 9억 원을 초과하는 경우 생계급여 대상에서 제외 - 부양의무자 범위 : 수급권자의 1촌 직계혈족 및 그 배우자(배우자가 사망한 사위·며느리·계부·계모는 수급권자의 부양의무자가 아님) - 부양의무자 적용 기준  · 부양의무자가 없는 경우  · 부양의무자가 있어도 부양능력이 없는 경우   · 부양의무자가 부양능력이 미약한 경우로서 수급권자에 대한 부양비 지원을 전제로 부양능력이 없는 것으로 인정하는 경우  · 부양능력 있는 부양의무자가 있어도 부양을 받을 수 없는 경우 ○ 부양능력 판정의 기본 원칙 - 부양능력 없음(소득기준과 재산 기준 동시 충족)  · 소득기준 : 부양의무자의 부양능력 판정 소득액이 부양의무자 가구 기준 중위소득의 100% 미만  · 재산 기준 : 재산의 소득환산액이 수급권자 및 부양의무자 가구 각각 기준 중위소득 합의 18% 미만 - 부양능력 미약(소득기준과 재산 기준 동시 충족)  · 소득기준 : 부양의무자의 부양능력 판정 소득액이 부양의무자 가구 기준 중위소득의 100% 이상이면서, 수급자 가구 기준 중위소득 40%와 부양의무자 가구 기준 중위소득 100%를 합한 금액 미만인 경우*단, 수급(권)자가 노인, 장애인, 한 부모와 같은 취약계층인 경우에는 일반수급자에게 적용되는 (A ×40%)+(B ×100%) 값과 (A+B)×74% 값 중 각각 가구원수 기준으로 더 높은 값으로 조합하여 산출한 별도의 소득 기준 적용  · 재산 기준 : 재산의 소득환산액이 수급권자 및 부양의무자 가구 각각 기준 중위소득 합의 18% 미만",지원대상과 동일,"○ 일반수급자 : 가구별 소득 인정액에 따라 급여액이 다름 -생계급여액은 생계급여 선정 기준(급여기준)에서 가구의 소득 인정액을 차감한 금액 ○ 2022년 생계급여 선정 및 급여기준 - 기준 중위소득 30%  · 1인 가구 : 583,444원  · 2인 가구 : 978,026원  · 3인 가구 : 1,258,410원  · 4인 가구 : 1,536,324원  · 5인 가구 : 1,807,355원생계급여액 = 생계급여 최저보장수준 (대상자 선정기준) - 소득인정액 -예시 : 소득 인정액이 300,000원인 1인 가구의 생계급여액 = 1인 가구 생계급여 지급기준 583,444원 – 소득 인정액 300,000원 = 283,444원 ○ 시설 수급자 : 시설 규모에 따라 지급기준이 다름 -전체 평균 1인당 월 급여 270,429원",읍면동 주민센터에 방문하여 신청,○ 필수서류 - 사회복지서비스 및 급여제공 신청서 - 금융 정보 등 제공동의서 - 신분증명 서류 ○ 선택서류 - 통장 사본 - 가족관계증명서 - 외국인 등록 사실 증명서 - 재학 증명서 - 근로능력 증명 서류 - 소득 증명 서류 - 재산 증명 서류 - 임대차 계약서 또는 사용대차 확인서 - 자동차등록증 또는 차량등록 원부 - 부채 증명 서류 - 지출 실태조사표 - 복지 대상자 시설 입소(이용) 신청서 - 부양의무자 소득재산 신고서(의료급여만 해당) - 부양기피 사유서 등,보건복지상담센터 (☎  129),2022-01-03,202210061351
